case_id,scenario,target_size,sequence_a_length,sequence_b_length,algorithm,median_time_ms,score,runs,warmup
homologous_2_n800,homologous_region,800,800,800,PyPy,14.3263,1492,10,2
homologous_3_n800,homologous_region,800,800,800,PyPy,14.1978,1481,10,2
homologous_4_n800,homologous_region,800,800,800,PyPy,13.82205,1483,10,2
homologous_5_n800,homologous_region,800,800,800,PyPy,13.8787,1486,10,2
homologous_6_n800,homologous_region,800,800,800,PyPy,13.94775,1486,10,2
homologous_7_n800,homologous_region,800,800,800,PyPy,14.0075,1483,10,2
homologous_8_n800,homologous_region,800,800,800,PyPy,13.90215,1480,10,2
homologous_9_n800,homologous_region,800,800,800,PyPy,13.93925,1487,10,2
indel_0_n800,indel_disruption,800,800,900,PyPy,15.4332,1400,10,2
indel_1_n800,indel_disruption,800,800,700,PyPy,11.9481,1197,10,2
indel_2_n800,indel_disruption,800,800,900,PyPy,15.4535,1400,10,2
indel_3_n800,indel_disruption,800,800,700,PyPy,11.9697,1200,10,2
indel_4_n800,indel_disruption,800,800,900,PyPy,15.3148,1400,10,2
indel_5_n800,indel_disruption,800,800,700,PyPy,12.0055,1197,10,2
indel_6_n800,indel_disruption,800,800,900,PyPy,15.3905,1400,10,2
indel_7_n800,indel_disruption,800,800,700,PyPy,11.9253,1197,10,2
indel_8_n800,indel_disruption,800,800,900,PyPy,15.41145,1400,10,2
indel_9_n800,indel_disruption,800,800,700,PyPy,11.9469,1197,10,2
motif_0_n800,conserved_motif,800,800,800,PyPy,12.46355,376,10,2
motif_1_n800,conserved_motif,800,800,800,PyPy,12.3957,365,10,2
motif_2_n800,conserved_motif,800,800,800,PyPy,12.51715,556,10,2
motif_3_n800,conserved_motif,800,800,800,PyPy,12.65105,504,10,2
motif_4_n800,conserved_motif,800,800,800,PyPy,12.6289,544,10,2
motif_5_n800,conserved_motif,800,800,800,PyPy,12.4235,516,10,2
motif_6_n800,conserved_motif,800,800,800,PyPy,12.4603,476,10,2
motif_7_n800,conserved_motif,800,800,800,PyPy,12.73435,537,10,2
motif_8_n800,conserved_motif,800,800,800,PyPy,12.6574,512,10,2
motif_9_n800,conserved_motif,800,800,800,PyPy,12.4923,398,10,2
contained_0_n800,contained_fragment,800,400,866,PyPy,7.3056,800,10,2
contained_1_n800,contained_fragment,800,400,866,PyPy,7.65975,800,10,2
contained_2_n800,contained_fragment,800,400,866,PyPy,7.56815,800,10,2
contained_3_n800,contained_fragment,800,400,866,PyPy,7.6812,800,10,2
contained_4_n800,contained_fragment,800,400,866,PyPy,7.6484,800,10,2
contained_5_n800,contained_fragment,800,400,866,PyPy,7.58315,800,10,2
contained_6_n800,contained_fragment,800,400,866,PyPy,7.83195,800,10,2
contained_7_n800,contained_fragment,800,400,866,PyPy,7.7582,800,10,2
contained_8_n800,contained_fragment,800,400,866,PyPy,7.52815,800,10,2
contained_9_n800,contained_fragment,800,400,866,PyPy,7.68835,800,10,2
random_0_n800,random_uniform,800,800,800,PyPy,13.02305,343,10,2
random_1_n800,random_uniform,800,800,800,PyPy,12.7775,343,10,2
random_2_n800,random_uniform,800,800,800,PyPy,13.23015,381,10,2
random_3_n800,random_uniform,800,800,800,PyPy,13.06335,366,10,2
random_4_n800,random_uniform,800,800,800,PyPy,12.56615,359,10,2
random_5_n800,random_uniform,800,800,800,PyPy,12.65555,348,10,2
random_6_n800,random_uniform,800,800,800,PyPy,12.6173,349,10,2
random_7_n800,random_uniform,800,800,800,PyPy,12.7052,352,10,2
random_8_n800,random_uniform,800,800,800,PyPy,12.4867,335,10,2
random_9_n800,random_uniform,800,800,800,PyPy,12.5414,377,10,2
homologous_0_n1000,homologous_region,1000,1000,1000,PyPy,21.60455,1865,10,2
homologous_1_n1000,homologous_region,1000,1000,1000,PyPy,21.78235,1853,10,2
homologous_2_n1000,homologous_region,1000,1000,1000,PyPy,21.5948,1850,10,2
homologous_3_n1000,homologous_region,1000,1000,1000,PyPy,21.5427,1853,10,2
homologous_4_n1000,homologous_region,1000,1000,1000,PyPy,21.2464,1850,10,2
homologous_5_n1000,homologous_region,1000,1000,1000,PyPy,20.85565,1862,10,2
homologous_6_n1000,homologous_region,1000,1000,1000,PyPy,21.22105,1850,10,2
homologous_7_n1000,homologous_region,1000,1000,1000,PyPy,21.2984,1856,10,2
homologous_8_n1000,homologous_region,1000,1000,1000,PyPy,21.4984,1850,10,2
homologous_9_n1000,homologous_region,1000,1000,1000,PyPy,21.585,1850,10,2
indel_0_n1000,indel_disruption,1000,1000,1125,PyPy,23.9906,1750,10,2
indel_1_n1000,indel_disruption,1000,1000,875,PyPy,17.95835,1497,10,2
indel_2_n1000,indel_disruption,1000,1000,1125,PyPy,24.123,1750,10,2
indel_3_n1000,indel_disruption,1000,1000,875,PyPy,18.36245,1497,10,2
indel_4_n1000,indel_disruption,1000,1000,1125,PyPy,24.1966,1750,10,2
indel_5_n1000,indel_disruption,1000,1000,875,PyPy,18.43465,1497,10,2
indel_6_n1000,indel_disruption,1000,1000,1125,PyPy,24.21765,1750,10,2
indel_7_n1000,indel_disruption,1000,1000,875,PyPy,18.19595,1497,10,2
indel_8_n1000,indel_disruption,1000,1000,1125,PyPy,23.27535,1750,10,2
indel_9_n1000,indel_disruption,1000,1000,875,PyPy,18.6288,1500,10,2
motif_0_n1000,conserved_motif,1000,1000,1000,PyPy,18.80045,592,10,2
motif_1_n1000,conserved_motif,1000,1000,1000,PyPy,19.2144,466,10,2
motif_2_n1000,conserved_motif,1000,1000,1000,PyPy,18.7299,516,10,2
motif_3_n1000,conserved_motif,1000,1000,1000,PyPy,19.4399,577,10,2
motif_4_n1000,conserved_motif,1000,1000,1000,PyPy,18.70925,558,10,2
motif_5_n1000,conserved_motif,1000,1000,1000,PyPy,18.9588,616,10,2
motif_6_n1000,conserved_motif,1000,1000,1000,PyPy,19.3655,656,10,2
motif_7_n1000,conserved_motif,1000,1000,1000,PyPy,18.89875,496,10,2
motif_8_n1000,conserved_motif,1000,1000,1000,PyPy,18.7282,608,10,2
motif_9_n1000,conserved_motif,1000,1000,1000,PyPy,18.6187,554,10,2
contained_0_n1000,contained_fragment,1000,500,1083,PyPy,11.3982,1000,10,2
contained_1_n1000,contained_fragment,1000,500,1083,PyPy,11.5103,1000,10,2
contained_2_n1000,contained_fragment,1000,500,1083,PyPy,11.3699,1000,10,2
contained_3_n1000,contained_fragment,1000,500,1083,PyPy,11.61785,1000,10,2
contained_4_n1000,contained_fragment,1000,500,1083,PyPy,11.873,1000,10,2
contained_5_n1000,contained_fragment,1000,500,1083,PyPy,11.81895,1000,10,2
contained_6_n1000,contained_fragment,1000,500,1083,PyPy,11.36865,1000,10,2
contained_7_n1000,contained_fragment,1000,500,1083,PyPy,11.41685,1000,10,2
contained_8_n1000,contained_fragment,1000,500,1083,PyPy,11.56255,1000,10,2
contained_9_n1000,contained_fragment,1000,500,1083,PyPy,11.4678,1000,10,2
random_0_n1000,random_uniform,1000,1000,1000,PyPy,19.70655,444,10,2
random_1_n1000,random_uniform,1000,1000,1000,PyPy,19.3961,428,10,2
random_2_n1000,random_uniform,1000,1000,1000,PyPy,19.4899,436,10,2
random_3_n1000,random_uniform,1000,1000,1000,PyPy,19.55555,434,10,2
random_4_n1000,random_uniform,1000,1000,1000,PyPy,19.22035,431,10,2
random_5_n1000,random_uniform,1000,1000,1000,PyPy,19.7886,455,10,2
random_6_n1000,random_uniform,1000,1000,1000,PyPy,20.38975,451,10,2
random_7_n1000,random_uniform,1000,1000,1000,PyPy,20.39655,427,10,2
random_8_n1000,random_uniform,1000,1000,1000,PyPy,20.23655,456,10,2
random_9_n1000,random_uniform,1000,1000,1000,PyPy,19.86505,449,10,2
homologous_0_n2000,homologous_region,2000,2000,2000,PyPy,93.5826,3715,10,2
homologous_1_n2000,homologous_region,2000,2000,2000,PyPy,87.21035,3730,10,2
homologous_2_n2000,homologous_region,2000,2000,2000,PyPy,84.8398,3706,10,2
homologous_3_n2000,homologous_region,2000,2000,2000,PyPy,83.7272,3710,10,2
homologous_4_n2000,homologous_region,2000,2000,2000,PyPy,84.35895,3709,10,2
homologous_5_n2000,homologous_region,2000,2000,2000,PyPy,84.90555,3709,10,2
homologous_6_n2000,homologous_region,2000,2000,2000,PyPy,84.0434,3709,10,2
homologous_7_n2000,homologous_region,2000,2000,2000,PyPy,85.06115,3704,10,2
homologous_8_n2000,homologous_region,2000,2000,2000,PyPy,84.3042,3715,10,2
homologous_9_n2000,homologous_region,2000,2000,2000,PyPy,83.4127,3712,10,2
indel_0_n2000,indel_disruption,2000,2000,2250,PyPy,93.97885,3500,10,2
indel_1_n2000,indel_disruption,2000,2000,1750,PyPy,72.33965,2997,10,2
indel_2_n2000,indel_disruption,2000,2000,2250,PyPy,95.3755,3500,10,2
indel_3_n2000,indel_disruption,2000,2000,1750,PyPy,73.986,2997,10,2
indel_4_n2000,indel_disruption,2000,2000,2250,PyPy,94.01035,3500,10,2
indel_5_n2000,indel_disruption,2000,2000,1750,PyPy,72.1725,2997,10,2
indel_6_n2000,indel_disruption,2000,2000,2250,PyPy,97.99585,3500,10,2
indel_7_n2000,indel_disruption,2000,2000,1750,PyPy,75.4745,2997,10,2
indel_8_n2000,indel_disruption,2000,2000,2250,PyPy,93.8871,3500,10,2
indel_9_n2000,indel_disruption,2000,2000,1750,PyPy,72.0723,3000,10,2
motif_0_n2000,conserved_motif,2000,2000,2000,PyPy,75.7339,1240,10,2
motif_1_n2000,conserved_motif,2000,2000,2000,PyPy,75.7403,1200,10,2
motif_2_n2000,conserved_motif,2000,2000,2000,PyPy,77.1925,1325,10,2
motif_3_n2000,conserved_motif,2000,2000,2000,PyPy,99.55115,1231,10,2
motif_4_n2000,conserved_motif,2000,2000,2000,PyPy,86.73195,897,10,2
motif_5_n2000,conserved_motif,2000,2000,2000,PyPy,80.43625,1390,10,2
motif_6_n2000,conserved_motif,2000,2000,2000,PyPy,76.4355,865,10,2
motif_7_n2000,conserved_motif,2000,2000,2000,PyPy,75.55645,1376,10,2
motif_8_n2000,conserved_motif,2000,2000,2000,PyPy,74.66065,1309,10,2
motif_9_n2000,conserved_motif,2000,2000,2000,PyPy,74.60435,1358,10,2
contained_0_n2000,contained_fragment,2000,1000,2166,PyPy,43.9014,2000,10,2
contained_1_n2000,contained_fragment,2000,1000,2166,PyPy,45.77835,2000,10,2
contained_2_n2000,contained_fragment,2000,1000,2166,PyPy,48.45985,2000,10,2
contained_3_n2000,contained_fragment,2000,1000,2166,PyPy,54.8126,2000,10,2
contained_4_n2000,contained_fragment,2000,1000,2166,PyPy,48.4646,2000,10,2
contained_5_n2000,contained_fragment,2000,1000,2166,PyPy,45.29235,2000,10,2
contained_6_n2000,contained_fragment,2000,1000,2166,PyPy,44.13165,2000,10,2
contained_7_n2000,contained_fragment,2000,1000,2166,PyPy,44.472,2000,10,2
contained_8_n2000,contained_fragment,2000,1000,2166,PyPy,44.3474,2000,10,2
contained_9_n2000,contained_fragment,2000,1000,2166,PyPy,45.2349,2000,10,2
random_0_n2000,random_uniform,2000,2000,2000,PyPy,76.326,918,10,2
random_1_n2000,random_uniform,2000,2000,2000,PyPy,76.1199,900,10,2
random_2_n2000,random_uniform,2000,2000,2000,PyPy,80.5849,882,10,2
random_3_n2000,random_uniform,2000,2000,2000,PyPy,78.52895,942,10,2
random_4_n2000,random_uniform,2000,2000,2000,PyPy,76.1067,882,10,2
random_5_n2000,random_uniform,2000,2000,2000,PyPy,76.81235,871,10,2
random_6_n2000,random_uniform,2000,2000,2000,PyPy,75.85695,872,10,2
random_7_n2000,random_uniform,2000,2000,2000,PyPy,75.65055,889,10,2
random_8_n2000,random_uniform,2000,2000,2000,PyPy,75.6333,893,10,2
random_9_n2000,random_uniform,2000,2000,2000,PyPy,77.07535,869,10,2
homologous_0_n5000,homologous_region,5000,5000,5000,PyPy,552.31585,9268,10,2
homologous_1_n5000,homologous_region,5000,5000,5000,PyPy,555.75735,9280,10,2
homologous_2_n5000,homologous_region,5000,5000,5000,PyPy,552.6503,9271,10,2
homologous_3_n5000,homologous_region,5000,5000,5000,PyPy,546.3752,9307,10,2
homologous_4_n5000,homologous_region,5000,5000,5000,PyPy,543.7929,9277,10,2
homologous_5_n5000,homologous_region,5000,5000,5000,PyPy,541.5462,9277,10,2
homologous_6_n5000,homologous_region,5000,5000,5000,PyPy,550.47655,9274,10,2
homologous_7_n5000,homologous_region,5000,5000,5000,PyPy,544.96635,9268,10,2
homologous_8_n5000,homologous_region,5000,5000,5000,PyPy,540.05575,9266,10,2
homologous_9_n5000,homologous_region,5000,5000,5000,PyPy,543.0711,9268,10,2
indel_0_n5000,indel_disruption,5000,5000,5625,PyPy,613.73,8750,10,2
indel_1_n5000,indel_disruption,5000,5000,4375,PyPy,462.83165,7497,10,2
indel_2_n5000,indel_disruption,5000,5000,5625,PyPy,610.0751,8750,10,2
indel_3_n5000,indel_disruption,5000,5000,4375,PyPy,483.76595,7500,10,2
indel_4_n5000,indel_disruption,5000,5000,5625,PyPy,607.76165,8750,10,2
indel_5_n5000,indel_disruption,5000,5000,4375,PyPy,462.1975,7497,10,2
indel_6_n5000,indel_disruption,5000,5000,5625,PyPy,609.4541,8750,10,2
indel_7_n5000,indel_disruption,5000,5000,4375,PyPy,458.2497,7497,10,2
indel_8_n5000,indel_disruption,5000,5000,5625,PyPy,603.87275,8750,10,2
indel_9_n5000,indel_disruption,5000,5000,4375,PyPy,462.86745,7497,10,2
motif_0_n5000,conserved_motif,5000,5000,5000,PyPy,480.9931,2492,10,2
motif_1_n5000,conserved_motif,5000,5000,5000,PyPy,475.63565,3199,10,2
motif_2_n5000,conserved_motif,5000,5000,5000,PyPy,482.5758,3386,10,2
motif_3_n5000,conserved_motif,5000,5000,5000,PyPy,478.26925,2085,10,2
motif_4_n5000,conserved_motif,5000,5000,5000,PyPy,482.1236,3438,10,2
motif_5_n5000,conserved_motif,5000,5000,5000,PyPy,475.66605,2194,10,2
motif_6_n5000,conserved_motif,5000,5000,5000,PyPy,475.1617,2127,10,2
motif_7_n5000,conserved_motif,5000,5000,5000,PyPy,479.29055,2633,10,2
motif_8_n5000,conserved_motif,5000,5000,5000,PyPy,477.579,3340,10,2
motif_9_n5000,conserved_motif,5000,5000,5000,PyPy,480.8431,2758,10,2
contained_0_n5000,contained_fragment,5000,2500,5416,PyPy,283.04945,5000,10,2
contained_1_n5000,contained_fragment,5000,2500,5416,PyPy,288.72935,5000,10,2
contained_2_n5000,contained_fragment,5000,2500,5416,PyPy,281.4768,5000,10,2
contained_3_n5000,contained_fragment,5000,2500,5416,PyPy,281.02035,5000,10,2
contained_4_n5000,contained_fragment,5000,2500,5416,PyPy,286.3147,5000,10,2
contained_5_n5000,contained_fragment,5000,2500,5416,PyPy,294.37135,5000,10,2
contained_6_n5000,contained_fragment,5000,2500,5416,PyPy,288.9442,5000,10,2
contained_7_n5000,contained_fragment,5000,2500,5416,PyPy,284.07355,5000,10,2
contained_8_n5000,contained_fragment,5000,2500,5416,PyPy,285.0108,5000,10,2
contained_9_n5000,contained_fragment,5000,2500,5416,PyPy,283.61665,5000,10,2
random_0_n5000,random_uniform,5000,5000,5000,PyPy,490.38265,2221,10,2
random_1_n5000,random_uniform,5000,5000,5000,PyPy,501.47715,2246,10,2
random_2_n5000,random_uniform,5000,5000,5000,PyPy,485.78965,2310,10,2
random_3_n5000,random_uniform,5000,5000,5000,PyPy,485.32095,2249,10,2
random_4_n5000,random_uniform,5000,5000,5000,PyPy,487.52315,2208,10,2
random_5_n5000,random_uniform,5000,5000,5000,PyPy,482.0031,2232,10,2
random_6_n5000,random_uniform,5000,5000,5000,PyPy,482.9578,2217,10,2
random_7_n5000,random_uniform,5000,5000,5000,PyPy,490.24095,2220,10,2
random_8_n5000,random_uniform,5000,5000,5000,PyPy,486.12125,2199,10,2
random_9_n5000,random_uniform,5000,5000,5000,PyPy,487.7612,2216,10,2
homologous_0_n8000,homologous_region,8000,8000,8000,PyPy,1413.60855,14836,10,2
homologous_1_n8000,homologous_region,8000,8000,8000,PyPy,1422.47245,14830,10,2
homologous_2_n8000,homologous_region,8000,8000,8000,PyPy,1408.43625,14839,10,2
homologous_3_n8000,homologous_region,8000,8000,8000,PyPy,1426.82295,14837,10,2
homologous_4_n8000,homologous_region,8000,8000,8000,PyPy,1415.6176,14863,10,2
homologous_5_n8000,homologous_region,8000,8000,8000,PyPy,1411.5368,14848,10,2
homologous_6_n8000,homologous_region,8000,8000,8000,PyPy,1417.0875,14863,10,2
homologous_7_n8000,homologous_region,8000,8000,8000,PyPy,1403.17485,14869,10,2
homologous_8_n8000,homologous_region,8000,8000,8000,PyPy,1415.76335,14863,10,2
homologous_9_n8000,homologous_region,8000,8000,8000,PyPy,1414.69635,14854,10,2
indel_0_n8000,indel_disruption,8000,8000,9000,PyPy,1583.9243,14000,10,2
indel_1_n8000,indel_disruption,8000,8000,7000,PyPy,1214.2913,11997,10,2
indel_2_n8000,indel_disruption,8000,8000,9000,PyPy,1589.59455,14000,10,2
indel_3_n8000,indel_disruption,8000,8000,7000,PyPy,1214.00795,11997,10,2
indel_4_n8000,indel_disruption,8000,8000,9000,PyPy,1591.31815,14000,10,2
indel_5_n8000,indel_disruption,8000,8000,7000,PyPy,1262.11765,11997,10,2
indel_6_n8000,indel_disruption,8000,8000,9000,PyPy,1592.5134,14000,10,2
indel_7_n8000,indel_disruption,8000,8000,7000,PyPy,1214.6875,11997,10,2
indel_8_n8000,indel_disruption,8000,8000,9000,PyPy,1609.84585,14000,10,2
indel_9_n8000,indel_disruption,8000,8000,7000,PyPy,1214.9047,11997,10,2
motif_0_n8000,conserved_motif,8000,8000,8000,PyPy,1270.1665,5577,10,2
motif_1_n8000,conserved_motif,8000,8000,8000,PyPy,1261.399,4461,10,2
motif_2_n8000,conserved_motif,8000,8000,8000,PyPy,1253.0801,4127,10,2
motif_3_n8000,conserved_motif,8000,8000,8000,PyPy,1298.7131,3912,10,2
motif_4_n8000,conserved_motif,8000,8000,8000,PyPy,1265.9982,5240,10,2
motif_5_n8000,conserved_motif,8000,8000,8000,PyPy,1254.2082,4140,10,2
motif_6_n8000,conserved_motif,8000,8000,8000,PyPy,1265.31115,5654,10,2
motif_7_n8000,conserved_motif,8000,8000,8000,PyPy,1240.8609,4919,10,2
motif_8_n8000,conserved_motif,8000,8000,8000,PyPy,1249.4019,4108,10,2
motif_9_n8000,conserved_motif,8000,8000,8000,PyPy,1256.98345,4124,10,2
contained_0_n8000,contained_fragment,8000,4000,8666,PyPy,750.20465,8000,10,2
contained_1_n8000,contained_fragment,8000,4000,8666,PyPy,745.8762,8000,10,2
contained_2_n8000,contained_fragment,8000,4000,8666,PyPy,740.21605,8000,10,2
contained_3_n8000,contained_fragment,8000,4000,8666,PyPy,748.6352,8000,10,2
contained_4_n8000,contained_fragment,8000,4000,8666,PyPy,746.88695,8000,10,2
contained_5_n8000,contained_fragment,8000,4000,8666,PyPy,748.6833,8000,10,2
contained_6_n8000,contained_fragment,8000,4000,8666,PyPy,748.5863,8000,10,2
contained_7_n8000,contained_fragment,8000,4000,8666,PyPy,752.54,8000,10,2
contained_8_n8000,contained_fragment,8000,4000,8666,PyPy,745.4268,8000,10,2
contained_9_n8000,contained_fragment,8000,4000,8666,PyPy,750.62225,8000,10,2
random_0_n8000,random_uniform,8000,8000,8000,PyPy,1272.2003,3591,10,2
random_1_n8000,random_uniform,8000,8000,8000,PyPy,1278.1551,3619,10,2
random_2_n8000,random_uniform,8000,8000,8000,PyPy,1269.8924,3569,10,2
random_3_n8000,random_uniform,8000,8000,8000,PyPy,1265.6521,3514,10,2
random_4_n8000,random_uniform,8000,8000,8000,PyPy,1273.24795,3570,10,2
random_5_n8000,random_uniform,8000,8000,8000,PyPy,1267.30045,3612,10,2
random_6_n8000,random_uniform,8000,8000,8000,PyPy,1272.8154,3561,10,2
random_7_n8000,random_uniform,8000,8000,8000,PyPy,1276.61765,3557,10,2
random_8_n8000,random_uniform,8000,8000,8000,PyPy,1278.36025,3605,10,2
random_9_n8000,random_uniform,8000,8000,8000,PyPy,1269.3986,3606,10,2
homologous_0_n10000,homologous_region,10000,10000,10000,PyPy,2258.14355,18533,10,2
homologous_1_n10000,homologous_region,10000,10000,10000,PyPy,2254.18025,18557,10,2
homologous_2_n10000,homologous_region,10000,10000,10000,PyPy,2242.9207,18566,10,2
homologous_3_n10000,homologous_region,10000,10000,10000,PyPy,2271.2275,18533,10,2
homologous_4_n10000,homologous_region,10000,10000,10000,PyPy,2255.5757,18593,10,2
homologous_5_n10000,homologous_region,10000,10000,10000,PyPy,2245.5176,18557,10,2
homologous_6_n10000,homologous_region,10000,10000,10000,PyPy,2246.8393,18575,10,2
homologous_7_n10000,homologous_region,10000,10000,10000,PyPy,2235.45805,18533,10,2
homologous_8_n10000,homologous_region,10000,10000,10000,PyPy,2256.89625,18560,10,2
homologous_9_n10000,homologous_region,10000,10000,10000,PyPy,2237.7757,18542,10,2
indel_0_n10000,indel_disruption,10000,10000,11250,PyPy,2518.81385,17500,10,2
indel_1_n10000,indel_disruption,10000,10000,8750,PyPy,1922.69645,14997,10,2
indel_2_n10000,indel_disruption,10000,10000,11250,PyPy,2500.81805,17500,10,2
indel_3_n10000,indel_disruption,10000,10000,8750,PyPy,1921.4722,14997,10,2
indel_4_n10000,indel_disruption,10000,10000,11250,PyPy,2535.86245,17500,10,2
indel_5_n10000,indel_disruption,10000,10000,8750,PyPy,1924.5563,14997,10,2
indel_6_n10000,indel_disruption,10000,10000,11250,PyPy,2515.99695,17500,10,2
indel_7_n10000,indel_disruption,10000,10000,8750,PyPy,1917.8772,14997,10,2
indel_8_n10000,indel_disruption,10000,10000,11250,PyPy,2513.64705,17500,10,2
indel_9_n10000,indel_disruption,10000,10000,8750,PyPy,1912.02515,14997,10,2
motif_0_n10000,conserved_motif,10000,10000,10000,PyPy,1988.99585,5909,10,2
motif_1_n10000,conserved_motif,10000,10000,10000,PyPy,1982.6632,6214,10,2
motif_2_n10000,conserved_motif,10000,10000,10000,PyPy,1992.92295,5823,10,2
motif_3_n10000,conserved_motif,10000,10000,10000,PyPy,2017.4099,6750,10,2
motif_4_n10000,conserved_motif,10000,10000,10000,PyPy,1977.30935,4479,10,2
motif_5_n10000,conserved_motif,10000,10000,10000,PyPy,1969.3706,4327,10,2
motif_6_n10000,conserved_motif,10000,10000,10000,PyPy,1975.9545,5430,10,2
motif_7_n10000,conserved_motif,10000,10000,10000,PyPy,1980.2952,6662,10,2
motif_8_n10000,conserved_motif,10000,10000,10000,PyPy,1984.73885,6233,10,2
motif_9_n10000,conserved_motif,10000,10000,10000,PyPy,1979.39325,4480,10,2
contained_0_n10000,contained_fragment,10000,5000,10833,PyPy,1181.5785,10000,10,2
contained_1_n10000,contained_fragment,10000,5000,10833,PyPy,1178.64195,10000,10,2
contained_2_n10000,contained_fragment,10000,5000,10833,PyPy,1199.73055,10000,10,2
contained_3_n10000,contained_fragment,10000,5000,10833,PyPy,1185.3268,10000,10,2
contained_4_n10000,contained_fragment,10000,5000,10833,PyPy,1188.24935,10000,10,2
contained_5_n10000,contained_fragment,10000,5000,10833,PyPy,1179.261,10000,10,2
contained_6_n10000,contained_fragment,10000,5000,10833,PyPy,1186.102,10000,10,2
contained_7_n10000,contained_fragment,10000,5000,10833,PyPy,1184.27745,10000,10,2
contained_8_n10000,contained_fragment,10000,5000,10833,PyPy,1182.54905,10000,10,2
contained_9_n10000,contained_fragment,10000,5000,10833,PyPy,1175.78555,10000,10,2
random_0_n10000,random_uniform,10000,10000,10000,PyPy,2001.51625,4418,10,2
random_1_n10000,random_uniform,10000,10000,10000,PyPy,2005.9359,4557,10,2
random_2_n10000,random_uniform,10000,10000,10000,PyPy,2007.34485,4557,10,2
random_3_n10000,random_uniform,10000,10000,10000,PyPy,2001.7619,4409,10,2
random_4_n10000,random_uniform,10000,10000,10000,PyPy,2011.6443,4438,10,2
random_5_n10000,random_uniform,10000,10000,10000,PyPy,2008.88775,4480,10,2
random_6_n10000,random_uniform,10000,10000,10000,PyPy,2012.72215,4514,10,2
random_7_n10000,random_uniform,10000,10000,10000,PyPy,2003.24485,4522,10,2
random_8_n10000,random_uniform,10000,10000,10000,PyPy,2020.15425,4573,10,2
random_9_n10000,random_uniform,10000,10000,10000,PyPy,2005.1108,4419,10,2
homologous_0_n100,homologous_region,100,100,100,Cython,0.62685,185,10,2
homologous_1_n100,homologous_region,100,100,100,Cython,0.62895,185,10,2
homologous_2_n100,homologous_region,100,100,100,Cython,0.6311,185,10,2
homologous_3_n100,homologous_region,100,100,100,Cython,0.63225,186,10,2
homologous_4_n100,homologous_region,100,100,100,Cython,0.63905,185,10,2
homologous_5_n100,homologous_region,100,100,100,Cython,1.30115,185,10,2
homologous_6_n100,homologous_region,100,100,100,Cython,1.205,185,10,2
homologous_7_n100,homologous_region,100,100,100,Cython,0.7376,185,10,2
homologous_8_n100,homologous_region,100,100,100,Cython,0.7459,185,10,2
homologous_9_n100,homologous_region,100,100,100,Cython,1.43325,185,10,2
indel_0_n100,indel_disruption,100,100,112,Cython,0.86625,176,10,2
indel_1_n100,indel_disruption,100,100,88,Cython,0.6641,149,10,2
indel_2_n100,indel_disruption,100,100,112,Cython,0.844,176,10,2
indel_3_n100,indel_disruption,100,100,88,Cython,0.6622,149,10,2
indel_4_n100,indel_disruption,100,100,112,Cython,0.8318,176,10,2
indel_5_n100,indel_disruption,100,100,88,Cython,0.6688,149,10,2
indel_6_n100,indel_disruption,100,100,112,Cython,0.87415,176,10,2
indel_7_n100,indel_disruption,100,100,88,Cython,0.6947,149,10,2
indel_8_n100,indel_disruption,100,100,112,Cython,0.8658,176,10,2
indel_9_n100,indel_disruption,100,100,88,Cython,0.69425,149,10,2
motif_0_n100,conserved_motif,100,100,100,Cython,0.77795,62,10,2
motif_1_n100,conserved_motif,100,100,100,Cython,0.77345,65,10,2
motif_2_n100,conserved_motif,100,100,100,Cython,0.7859,52,10,2
motif_3_n100,conserved_motif,100,100,100,Cython,0.77645,56,10,2
motif_4_n100,conserved_motif,100,100,100,Cython,0.7503,52,10,2
motif_5_n100,conserved_motif,100,100,100,Cython,0.79945,46,10,2
motif_6_n100,conserved_motif,100,100,100,Cython,0.74775,46,10,2
motif_7_n100,conserved_motif,100,100,100,Cython,0.8981,50,10,2
motif_8_n100,conserved_motif,100,100,100,Cython,0.7371,55,10,2
motif_9_n100,conserved_motif,100,100,100,Cython,0.751,63,10,2
contained_0_n100,contained_fragment,100,50,108,Cython,0.40045,100,10,2
contained_1_n100,contained_fragment,100,50,108,Cython,0.43395,100,10,2
contained_2_n100,contained_fragment,100,50,108,Cython,0.40825,100,10,2
contained_3_n100,contained_fragment,100,50,108,Cython,0.4066,100,10,2
contained_4_n100,contained_fragment,100,50,108,Cython,0.41325,100,10,2
contained_5_n100,contained_fragment,100,50,108,Cython,0.4139,100,10,2
contained_6_n100,contained_fragment,100,50,108,Cython,0.41325,100,10,2
contained_7_n100,contained_fragment,100,50,108,Cython,0.43735,100,10,2
contained_8_n100,contained_fragment,100,50,108,Cython,0.42075,100,10,2
contained_9_n100,contained_fragment,100,50,108,Cython,0.42185,100,10,2
random_0_n100,random_uniform,100,100,100,Cython,0.80285,44,10,2
random_1_n100,random_uniform,100,100,100,Cython,0.77745,45,10,2
random_2_n100,random_uniform,100,100,100,Cython,0.77685,54,10,2
random_3_n100,random_uniform,100,100,100,Cython,0.782,49,10,2
random_4_n100,random_uniform,100,100,100,Cython,0.77635,35,10,2
random_5_n100,random_uniform,100,100,100,Cython,0.80565,49,10,2
random_6_n100,random_uniform,100,100,100,Cython,0.78185,39,10,2
random_7_n100,random_uniform,100,100,100,Cython,0.7763,50,10,2
random_8_n100,random_uniform,100,100,100,Cython,0.7948,45,10,2
